층,직업,DPS,RDPS,시간
4층,Bard,"13,001.2","12,704.4",11:54
4층,Gunbreaker,"8,341.2","7,784.9",11:54
4층,Warrior,"7,723.1","7,449.4",11:54
4층,Scholar,"6,527.2","7,044.3",11:54
4층,Astrologian,"5,692.1","6,824.8",11:54
4층,Monk,"16,163.3","14,821.0",11:56
4층,BlackMage,"14,764.6","14,396.7",11:56
4층,Dragoon,"13,480.6","13,660.1",11:56
4층,Dancer,"11,212.5","12,932.8",11:56
4층,Paladin,"7,776.5","7,505.1",11:56
4층,DarkKnight,"7,550.9","7,269.5",11:56
4층,WhiteMage,"6,664.1","6,512.0",11:56
4층,Scholar,"6,224.5","6,739.9",11:56
4층,BlackMage,"14,970.2","14,678.8",11:57
4층,Machinist,"13,437.7","13,042.4",11:57
4층,Dragoon,"13,251.3","13,689.6",11:57
4층,Bard,"13,062.2","13,339.3",11:57
4층,DarkKnight,"8,329.2","8,166.7",11:57
4층,Gunbreaker,"8,041.6","7,765.6",11:57
4층,WhiteMage,"6,641.4","6,513.1",11:57
4층,Scholar,"6,036.4","6,574.7",11:57
4층,BlackMage,"15,982.0","14,213.7",11:57
4층,Dragoon,"13,574.7","13,893.1",11:57
4층,Machinist,"12,752.2","12,475.3",11:57
4층,Dancer,"11,333.0","13,257.5",11:57
4층,DarkKnight,"8,020.8","7,747.0",11:57
4층,WhiteMage,"7,994.3","7,772.7",11:57
4층,Warrior,"7,749.4","7,623.0",11:57
4층,Scholar,"6,636.5","7,060.6",11:57
4층,Monk,"14,752.2","14,731.5",11:57
4층,BlackMage,"14,523.3","14,197.2",11:57
4층,Bard,"12,836.7","12,975.3",11:57
4층,Dragoon,"12,824.6","13,107.9",11:57
4층,DarkKnight,"7,935.1","7,666.8",11:57
4층,Paladin,"7,869.1","7,684.3",11:57
4층,WhiteMage,"7,054.2","6,872.8",11:57
4층,Scholar,"5,812.5","6,372.1",11:57
4층,BlackMage,"14,491.7","14,119.4",12:01
4층,Monk,"14,043.5","14,041.8",12:01
4층,Dragoon,"13,268.1","13,650.7",12:01
4층,Bard,"12,538.0","12,672.4",12:01
4층,Gunbreaker,"8,142.7","7,892.2",12:01
4층,Paladin,"8,083.3","7,865.2",12:01
4층,WhiteMage,"6,303.2","6,134.9",12:01
4층,Scholar,"6,165.4","6,659.4",12:01
4층,Monk,"15,290.7","14,674.8",12:02
4층,Dragoon,"14,185.0","13,915.3",12:02
4층,Bard,"13,337.0","12,972.7",12:02
4층,RedMage,"12,896.8","13,080.7",12:02
4층,Paladin,"8,609.5","8,153.1",12:02
4층,Warrior,"7,689.2","7,363.0",12:02
4층,Scholar,"5,835.8","6,347.5",12:02
4층,Astrologian,"5,103.8","6,440.7",12:02
4층,Monk,"13,853.8","13,670.0",12:02
4층,Summoner,"13,434.2","13,521.9",12:02
4층,Dragoon,"13,150.8","13,402.9",12:02
4층,Bard,"12,851.1","12,966.7",12:02
4층,DarkKnight,"8,461.2","8,160.7",12:02
4층,Paladin,"7,838.6","7,558.5",12:02
4층,WhiteMage,"7,112.2","6,877.5",12:02
4층,Scholar,"6,378.4","6,922.1",12:02
4층,Monk,"14,539.2","13,181.2",12:02
4층,Dragoon,"13,396.1","13,593.6",12:02
4층,Summoner,"13,197.8","13,114.3",12:02
4층,Dancer,"11,105.6","12,762.9",12:02
4층,Paladin,"8,975.2","8,563.2",12:02
4층,Gunbreaker,"8,012.6","7,623.1",12:02
4층,WhiteMage,"7,277.9","7,075.2",12:02
4층,Scholar,"6,568.0","7,158.8",12:02
4층,BlackMage,"15,819.6","15,183.3",12:02
4층,Monk,"14,030.0","13,729.4",12:02
4층,Dragoon,"13,001.6","13,042.6",12:02
4층,Bard,"11,298.8","11,506.2",12:02
4층,DarkKnight,"8,341.0","7,973.0",12:02
4층,Gunbreaker,"7,888.9","7,476.3",12:02
4층,Scholar,"7,128.3","7,486.8",12:02
4층,Astrologian,"5,903.6","7,014.2",12:02
4층,Monk,"14,678.4","14,602.3",12:03
4층,Dragoon,"14,084.3","14,240.5",12:03
4층,Machinist,"13,252.0","12,750.6",12:03
4층,RedMage,"12,713.5","13,192.9",12:03
4층,Warrior,"7,754.6","7,496.7",12:03
4층,DarkKnight,"7,529.6","7,272.7",12:03
4층,WhiteMage,"6,420.7","6,270.3",12:03
4층,Scholar,"6,405.4","7,012.7",12:03
4층,Monk,"14,750.0","14,540.7",12:03
4층,Dragoon,"13,361.3","13,479.5",12:03
4층,RedMage,"12,867.8","13,346.4",12:03
4층,Bard,"11,783.1","11,824.3",12:03
4층,Gunbreaker,"8,907.6","8,384.9",12:03
4층,Paladin,"8,362.3","8,009.4",12:03
4층,WhiteMage,"6,812.8","6,657.3",12:03
4층,Scholar,"6,164.8","6,767.1",12:03
4층,BlackMage,"14,554.5","14,291.9",12:03
4층,Monk,"13,297.2","13,179.0",12:03
4층,Dragoon,"12,917.9","13,269.2",12:03
4층,Bard,"11,812.1","12,010.3",12:03
4층,WhiteMage,"8,274.9","8,081.0",12:03
4층,Paladin,"7,801.2","7,573.7",12:03
4층,Gunbreaker,"7,089.7","6,855.3",12:03
4층,Scholar,"7,067.4","7,554.6",12:03
4층,Monk,"15,224.0","13,875.4",12:03
4층,Dragoon,"14,425.0","14,520.1",12:03
4층,Summoner,"13,123.9","13,130.5",12:03
4층,Dancer,"11,039.2","12,610.4",12:03
4층,Paladin,"8,410.0","8,093.3",12:03
4층,Scholar,"7,313.4","7,753.1",12:03
4층,Warrior,"6,943.2","6,689.6",12:03
4층,WhiteMage,"6,459.4","6,265.6",12:03
4층,Samurai,"13,896.5","13,382.0",12:04
4층,Dragoon,"13,398.7","13,777.6",12:04
4층,Summoner,"13,172.9","13,023.2",12:04
4층,Bard,"12,501.9","12,818.2",12:04
4층,Paladin,"8,489.1","8,317.0",12:04
4층,Gunbreaker,"7,647.8","7,344.3",12:04
4층,WhiteMage,"7,398.1","7,234.8",12:04
4층,Scholar,"6,433.8","7,041.6",12:04
4층,BlackMage,"15,226.4","14,552.6",12:04
4층,Dragoon,"14,336.3","14,323.9",12:04
4층,Bard,"12,995.1","12,794.4",12:04
4층,Monk,"12,891.7","12,701.6",12:04
4층,DarkKnight,"8,506.3","8,133.4",12:04
4층,Paladin,"7,787.1","7,490.9",12:04
4층,Scholar,"5,571.5","6,123.4",12:04
4층,Astrologian,"5,321.4","6,515.6",12:04
4층,Dragoon,"14,318.3","14,475.2",12:05
4층,Machinist,"13,630.9","13,052.0",12:05
4층,RedMage,"12,795.4","13,283.5",12:05
4층,Bard,"12,146.2","12,202.8",12:05
4층,Gunbreaker,"8,146.0","7,790.3",12:05
4층,Paladin,"7,925.1","7,655.1",12:05
4층,WhiteMage,"7,165.9","7,065.3",12:05
4층,Scholar,"6,093.1","6,696.5",12:05
4층,BlackMage,"16,667.5","14,366.2",12:05
4층,Dragoon,"14,207.6","14,056.8",12:05
4층,Monk,"13,741.3","13,536.0",12:05
4층,Dancer,"10,500.8","12,271.8",12:05
4층,Warrior,"8,148.8","7,793.4",12:05
4층,Gunbreaker,"8,009.8","7,577.6",12:05
4층,Scholar,"6,053.5","6,540.9",12:05
4층,Astrologian,"5,060.4","6,246.8",12:05
4층,Monk,"15,128.3","14,988.5",12:05
4층,Dragoon,"13,754.5","14,005.5",12:05
4층,Summoner,"12,522.3","12,572.6",12:05
4층,Bard,"11,881.3","12,065.0",12:05
4층,Paladin,"8,209.5","7,910.6",12:05
4층,Gunbreaker,"8,006.5","7,617.5",12:05
4층,WhiteMage,"6,872.6","6,700.3",12:05
4층,Scholar,"5,745.6","6,260.6",12:05
4층,Monk,"15,745.4","14,535.4",12:06
4층,BlackMage,"14,762.5","14,278.0",12:06
4층,Dragoon,"13,851.5","14,038.1",12:06
4층,Dancer,"10,180.3","11,872.8",12:06
4층,Gunbreaker,"7,834.0","7,524.6",12:06
4층,Paladin,"6,968.9","6,777.7",12:06
4층,WhiteMage,"6,791.4","6,630.5",12:06
4층,Scholar,"6,298.4","6,775.5",12:06
4층,Monk,"15,212.0","14,019.7",12:06
4층,Dragoon,"14,089.9","14,227.6",12:06
4층,Summoner,"12,351.7","12,437.7",12:06
4층,Dancer,"10,993.4","12,474.6",12:06
4층,Warrior,"8,443.6","8,104.9",12:06
4층,Gunbreaker,"8,284.6","7,946.2",12:06
4층,WhiteMage,"7,147.0","6,859.1",12:06
4층,Scholar,"5,588.6","6,041.0",12:06
4층,BlackMage,"16,363.8","14,819.6",12:06
4층,Monk,"13,959.0","13,860.4",12:06
4층,Dragoon,"13,824.0","14,054.9",12:06
4층,Dancer,"11,025.0","12,689.3",12:06
4층,Gunbreaker,"7,929.3","7,593.0",12:06
4층,Paladin,"7,889.4","7,639.0",12:06
4층,WhiteMage,"6,695.0","6,510.4",12:06
4층,Scholar,"4,783.5","5,302.3",12:06
4층,Dragoon,"14,552.6","14,648.4",12:06
4층,Monk,"14,389.9","14,132.9",12:06
4층,Bard,"13,104.5","13,163.4",12:06
4층,RedMage,"12,026.7","12,611.9",12:06
4층,Gunbreaker,"8,816.7","8,291.1",12:06
4층,DarkKnight,"8,302.1","7,925.0",12:06
4층,WhiteMage,"6,479.2","6,371.1",12:06
4층,Scholar,"4,665.3","5,193.2",12:06
4층,BlackMage,"15,175.8","14,647.6",12:07
4층,Monk,"14,555.7","14,254.6",12:07
4층,Dragoon,"14,340.6","14,491.1",12:07
4층,Machinist,"11,812.1","11,429.8",12:07
4층,Gunbreaker,"8,250.6","7,911.2",12:07
4층,Paladin,"7,202.0","6,988.8",12:07
4층,Scholar,"6,309.3","6,780.4",12:07
4층,Astrologian,"5,045.6","6,188.0",12:07
4층,Samurai,"15,819.0","13,964.1",12:07
4층,Monk,"13,827.3","13,987.0",12:07
4층,BlackMage,"13,561.7","13,327.8",12:07
4층,Dancer,"10,345.2","12,316.9",12:07
4층,Warrior,"8,156.0","7,936.1",12:07
4층,Paladin,"7,840.5","7,660.8",12:07
4층,WhiteMage,"7,291.3","7,182.7",12:07
4층,Scholar,"5,827.4","6,293.0",12:07
4층,BlackMage,"14,178.3","14,107.7",12:07
4층,Dragoon,"13,518.9","13,789.4",12:07
4층,Monk,"13,469.1","13,621.6",12:07
4층,Machinist,"13,090.7","12,765.0",12:07
4층,DarkKnight,"8,079.8","7,848.1",12:07
4층,Gunbreaker,"7,749.0","7,543.1",12:07
4층,WhiteMage,"6,317.6","6,239.0",12:07
4층,Scholar,"5,872.8","6,362.2",12:07
4층,BlackMage,"15,745.3","15,496.1",12:08
4층,Machinist,"12,681.2","12,291.0",12:08
4층,Dragoon,"12,474.4","12,925.8",12:08
4층,Summoner,"12,009.2","12,155.7",12:08
4층,Paladin,"8,320.5","8,165.6",12:08
4층,DarkKnight,"7,729.4","7,536.3",12:08
4층,WhiteMage,"7,201.4","7,083.3",12:08
4층,Scholar,"6,263.8","6,771.6",12:08
4층,Monk,"13,828.6","13,732.6",12:09
4층,Dragoon,"13,786.4","13,932.9",12:09
4층,Summoner,"12,427.6","12,503.3",12:09
4층,Bard,"12,159.1","12,323.9",12:09
4층,DarkKnight,"8,715.2","8,388.8",12:09
4층,Paladin,"8,213.3","7,962.8",12:09
4층,Scholar,"6,813.4","7,276.8",12:09
4층,WhiteMage,"6,306.3","6,128.9",12:09
4층,Monk,"14,125.9","14,257.7",12:10
4층,BlackMage,"13,946.4","13,717.3",12:10
4층,Dragoon,"12,818.8","13,145.3",12:10
4층,Machinist,"12,358.1","12,124.1",12:10
4층,Paladin,"8,628.3","8,430.8",12:10
4층,DarkKnight,"7,209.7","7,021.9",12:10
4층,Scholar,"6,562.1","7,054.2",12:10
4층,WhiteMage,"6,270.8","6,168.7",12:10
4층,Monk,"13,743.0","13,692.4",12:26
4층,Dragoon,"13,228.3","13,470.3",12:26
4층,BlackMage,"12,990.8","12,772.7",12:26
4층,Bard,"12,313.0","12,431.1",12:26
4층,Paladin,"7,894.1","7,633.2",12:26
4층,Warrior,"7,295.8","7,166.7",12:26
4층,WhiteMage,"6,538.7","6,361.6",12:26
4층,Scholar,"6,354.8","6,830.5",12:26
4층,Monk,"15,088.5","13,759.2",12:27
4층,Dragoon,"13,890.6","14,069.5",12:27
4층,Summoner,"12,662.4","12,716.5",12:27
4층,Dancer,"10,842.5","12,317.9",12:27
4층,Paladin,"8,178.3","7,885.1",12:27
4층,DarkKnight,"7,994.5","7,650.1",12:27
4층,WhiteMage,"6,308.5","6,144.8",12:27
4층,Scholar,"5,219.4","5,641.7",12:27
4층,BlackMage,"15,408.9","13,532.0",12:27
4층,Monk,"14,768.0","14,283.1",12:27
4층,Dragoon,"14,121.6","14,173.8",12:27
4층,Dancer,"8,965.7","10,330.4",12:27
4층,Gunbreaker,"8,114.1","7,702.2",12:27
4층,Paladin,"7,700.3","7,423.8",12:27
4층,Scholar,"6,343.0","6,805.7",12:27
4층,Astrologian,"4,809.7","5,980.1",12:27
4층,Monk,"14,460.2","14,272.5",12:27
4층,Summoner,"13,409.1","13,255.6",12:27
4층,Dragoon,"13,048.5","12,956.2",12:27
4층,Machinist,"12,720.7","12,081.4",12:27
4층,Gunbreaker,"8,121.5","7,796.8",12:27
4층,Paladin,"8,101.5","7,864.0",12:27
4층,Scholar,"5,438.4","5,886.7",12:27
4층,Astrologian,"4,893.8","6,080.4",12:27
4층,Monk,"15,762.4","14,097.9",12:27
4층,Dragoon,"13,919.2","13,820.2",12:27
4층,RedMage,"12,202.1","12,360.2",12:27
4층,Dancer,"11,426.6","12,773.2",12:27
4층,Gunbreaker,"8,319.7","7,853.9",12:27
4층,Paladin,"7,816.7","7,477.3",12:27
4층,WhiteMage,"6,718.8","6,583.7",12:27
4층,Astrologian,"4,272.3","5,471.4",12:27
4층,Monk,"14,393.8","14,310.3",12:27
4층,BlackMage,"14,348.4","14,083.6",12:27
4층,Dragoon,"13,969.9","14,221.1",12:27
4층,Bard,"12,177.5","12,354.2",12:27
4층,DarkKnight,"7,871.9","7,664.1",12:27
4층,Paladin,"7,796.9","7,560.6",12:27
4층,WhiteMage,"5,909.8","5,763.6",12:27
4층,Scholar,"4,366.3","4,876.9",12:27
4층,BlackMage,"14,424.4","14,139.7",12:27
4층,Dragoon,"13,528.8","13,735.1",12:27
4층,Monk,"13,371.5","13,327.6",12:27
4층,Bard,"10,614.5","10,792.9",12:27
4층,Paladin,"8,134.3","7,902.8",12:27
4층,DarkKnight,"7,826.9","7,606.6",12:27
4층,WhiteMage,"6,919.8","6,801.8",12:27
4층,Scholar,"5,364.6","5,878.4",12:27
4층,Monk,"13,824.6","13,704.1",12:27
4층,Dragoon,"13,320.1","13,518.7",12:27
4층,Summoner,"12,821.8","12,862.6",12:27
4층,Bard,"12,464.3","12,641.2",12:27
4층,Gunbreaker,"8,312.5","7,976.6",12:27
4층,DarkKnight,"8,164.3","7,845.8",12:27
4층,WhiteMage,"5,787.3","5,632.5",12:27
4층,Scholar,"5,423.6","5,936.9",12:27
4층,BlackMage,"14,169.9","13,832.1",12:28
4층,Machinist,"12,698.4","12,489.7",12:28
4층,Dragoon,"12,674.1","12,928.4",12:28
4층,Bard,"12,481.7","12,655.9",12:28
4층,Paladin,"7,542.0","7,388.4",12:28
4층,Warrior,"7,396.9","7,358.6",12:28
4층,WhiteMage,"7,395.5","7,260.3",12:28
4층,Scholar,"5,879.8","6,324.9",12:28
4층,Monk,"14,373.8","14,158.4",12:28
4층,Dragoon,"13,849.3","14,082.3",12:28
4층,Summoner,"12,353.7","12,462.9",12:28
4층,Bard,"10,647.1","10,931.4",12:28
4층,Gunbreaker,"8,489.7","8,056.4",12:28
4층,DarkKnight,"7,599.6","7,341.1",12:28
4층,WhiteMage,"7,021.7","6,800.2",12:28
4층,Scholar,"5,989.4","6,491.5",12:28
4층,Monk,"13,941.2","14,072.4",12:28
4층,BlackMage,"13,743.2","13,563.4",12:28
4층,Bard,"12,157.3","12,395.2",12:28
4층,Machinist,"12,127.5","11,919.3",12:28
4층,Paladin,"7,882.4","7,698.2",12:28
4층,DarkKnight,"7,843.6","7,686.5",12:28
4층,WhiteMage,"6,514.2","6,408.2",12:28
4층,Scholar,"6,011.2","6,477.4",12:28
4층,Dragoon,"14,014.2","14,433.0",12:29
4층,Samurai,"13,713.7","13,170.4",12:29
4층,Summoner,"13,017.9","13,042.3",12:29
4층,Bard,"12,063.9","12,329.5",12:29
4층,Paladin,"7,716.1","7,478.4",12:29
4층,Gunbreaker,"7,651.6","7,414.8",12:29
4층,WhiteMage,"6,235.7","6,039.8",12:29
4층,Scholar,"5,349.9","5,854.9",12:29
4층,Monk,"14,718.2","14,454.0",12:29
4층,Dragoon,"12,920.5","13,003.8",12:29
4층,RedMage,"12,793.0","13,232.1",12:29
4층,Bard,"12,606.2","12,613.6",12:29
4층,Paladin,"8,006.7","7,680.4",12:29
4층,DarkKnight,"7,167.5","6,915.2",12:29
4층,WhiteMage,"6,549.1","6,367.2",12:29
4층,Scholar,"4,740.2","5,235.1",12:29
4층,BlackMage,"13,539.2","13,365.9",12:29
4층,Monk,"13,452.6","13,536.3",12:29
4층,Dragoon,"13,169.1","13,510.7",12:29
4층,Machinist,"13,166.8","12,885.9",12:29
4층,Gunbreaker,"8,207.4","7,945.4",12:29
4층,Paladin,"7,470.7","7,339.8",12:29
4층,WhiteMage,"6,004.7","5,932.6",12:29
4층,Scholar,"5,067.5","5,561.5",12:29
4층,Monk,"16,246.7","14,445.2",12:29
4층,Dragoon,"13,593.6","13,562.4",12:29
4층,Summoner,"12,374.7","12,052.8",12:29
4층,Dancer,"10,114.2","11,493.0",12:29
4층,Paladin,"8,013.4","7,690.6",12:29
4층,Gunbreaker,"7,956.1","7,555.9",12:29
4층,Scholar,"6,623.6","7,021.1",12:29
4층,Astrologian,"5,423.3","6,524.5",12:29
4층,Monk,"15,551.3","14,178.3",12:29
4층,Dragoon,"12,714.1","12,910.3",12:29
4층,Summoner,"12,103.2","12,186.3",12:29
4층,Dancer,"10,867.2","12,351.4",12:29
4층,Paladin,"8,363.1","8,045.5",12:29
4층,Warrior,"7,762.4","7,512.2",12:29
4층,WhiteMage,"6,793.7","6,574.0",12:29
4층,Scholar,"6,268.2","6,665.2",12:29
4층,Monk,"15,199.0","14,211.7",12:29
4층,Samurai,"13,299.4","12,944.2",12:29
4층,BlackMage,"12,339.5","12,122.2",12:29
4층,Dancer,"10,146.3","11,760.7",12:29
4층,Gunbreaker,"7,959.5","7,675.7",12:29
4층,DarkKnight,"7,874.2","7,710.8",12:29
4층,WhiteMage,"6,843.1","6,744.0",12:29
4층,Scholar,"5,856.8","6,348.4",12:29
4층,Dragoon,"14,442.4","14,346.3",12:30
4층,Monk,"13,372.9","12,934.0",12:30
4층,Bard,"11,982.4","11,858.6",12:30
4층,Summoner,"11,890.2","11,769.4",12:30
4층,Gunbreaker,"8,789.3","8,250.1",12:30
4층,Paladin,"8,478.8","8,078.4",12:30
4층,Scholar,"6,386.3","6,850.7",12:30
4층,Astrologian,"4,898.3","6,153.1",12:30
4층,Monk,"13,210.1","12,760.6",12:30
4층,Bard,"12,974.6","12,695.7",12:30
