층,직업,DPS,RDPS,시간
2층,WhiteMage,"8,491.0","8,374.1",8:05
2층,Paladin,"8,333.3","8,058.3",8:05
2층,Scholar,"7,596.4","8,072.0",8:05
2층,BlackMage,"15,153.1","14,910.5",8:06
2층,Monk,"14,854.8","15,040.2",8:06
2층,Dragoon,"14,221.7","14,485.7",8:06
2층,Machinist,"13,551.3","13,353.0",8:06
2층,WhiteMage,"9,044.1","8,951.7",8:06
2층,DarkKnight,"8,408.1","8,234.7",8:06
2층,Gunbreaker,"8,257.3","7,999.6",8:06
2층,Scholar,"7,162.1","7,677.2",8:06
2층,BlackMage,"16,621.5","15,679.1",8:06
2층,Dragoon,"14,771.1","14,804.7",8:06
2층,Monk,"14,545.8","14,396.4",8:06
2층,Bard,"13,841.8","13,838.8",8:06
2층,Warrior,"8,594.6","8,303.8",8:06
2층,Paladin,"8,004.4","7,708.1",8:06
2층,Scholar,"7,366.5","7,675.4",8:06
2층,Astrologian,"6,895.3","8,234.9",8:06
2층,BlackMage,"15,651.0","15,410.2",8:06
2층,Monk,"14,845.8","15,015.7",8:06
2층,Dragoon,"14,189.0","14,606.2",8:06
2층,Machinist,"13,435.1","13,086.6",8:06
2층,Paladin,"8,733.7","8,536.9",8:06
2층,Warrior,"8,326.5","8,144.3",8:06
2층,WhiteMage,"7,827.6","7,722.7",8:06
2층,Scholar,"7,590.2","8,076.3",8:06
2층,Samurai,"15,778.9","14,897.4",8:09
2층,Monk,"14,853.9","14,773.6",8:09
2층,Summoner,"13,878.9","13,818.8",8:09
2층,Bard,"13,466.1","13,529.6",8:09
2층,Paladin,"8,913.6","8,584.9",8:09
2층,Gunbreaker,"8,634.4","8,175.2",8:09
2층,Scholar,"8,278.3","8,780.6",8:09
2층,Astrologian,"6,358.3","7,602.4",8:09
2층,Samurai,"15,239.4","14,861.1",8:09
2층,Monk,"14,041.7","14,203.6",8:09
2층,Machinist,"13,987.5","13,680.1",8:09
2층,RedMage,"13,051.1","13,559.1",8:09
2층,WhiteMage,"9,562.6","9,502.8",8:09
2층,DarkKnight,"8,788.1","8,501.7",8:09
2층,Gunbreaker,"8,347.9","8,068.7",8:09
2층,Scholar,"7,135.1","7,776.3",8:09
2층,BlackMage,"15,114.9","14,760.3",8:09
2층,Dragoon,"14,868.9","15,179.4",8:09
2층,Monk,"14,717.3","14,830.3",8:09
2층,Bard,"13,484.2","13,712.2",8:09
2층,DarkKnight,"8,790.1","8,508.0",8:09
2층,Gunbreaker,"8,727.2","8,328.1",8:09
2층,WhiteMage,"8,199.0","7,992.4",8:09
2층,Scholar,"6,154.4","6,745.3",8:09
2층,Monk,"15,464.0","15,222.8",8:09
2층,Dragoon,"15,062.2","15,107.4",8:09
2층,Bard,"13,940.7","13,995.0",8:09
2층,RedMage,"12,936.2","13,471.0",8:09
2층,DarkKnight,"9,084.6","8,565.7",8:09
2층,WhiteMage,"8,272.9","8,082.8",8:09
2층,Warrior,"8,231.0","7,972.2",8:09
2층,Scholar,"7,068.1","7,642.8",8:09
2층,Monk,"16,133.9","15,868.2",8:10
2층,Dragoon,"15,343.1","15,568.4",8:10
2층,Bard,"13,851.8","13,930.9",8:10
2층,RedMage,"13,562.2","14,118.7",8:10
2층,Gunbreaker,"9,297.6","8,781.5",8:10
2층,DarkKnight,"8,700.6","8,346.7",8:10
2층,WhiteMage,"8,343.9","8,021.9",8:10
2층,Scholar,"5,905.5","6,502.1",8:10
2층,BlackMage,"16,221.5","15,334.5",8:10
2층,Samurai,"15,580.9","14,680.4",8:10
2층,Dragoon,"14,250.7","14,595.5",8:10
2층,Bard,"13,283.8","13,443.7",8:10
2층,Gunbreaker,"9,054.5","8,605.8",8:10
2층,Paladin,"8,414.0","8,135.2",8:10
2층,Scholar,"7,500.1","8,026.9",8:10
2층,Astrologian,"6,831.1","8,314.7",8:10
2층,BlackMage,"14,558.3","14,267.6",8:10
2층,Monk,"14,183.6","14,315.7",8:10
2층,Dragoon,"14,017.1","14,268.7",8:10
2층,Bard,"13,505.6","13,611.5",8:10
2층,Paladin,"9,033.9","8,797.9",8:10
2층,WhiteMage,"8,789.4","8,651.7",8:10
2층,Warrior,"8,716.5","8,559.7",8:10
2층,Scholar,"7,082.6","7,414.0",8:10
2층,Monk,"15,190.6","15,024.7",8:11
2층,Dragoon,"14,237.4","14,482.1",8:11
2층,Bard,"13,880.3","14,110.0",8:11
2층,Summoner,"13,363.4","13,473.2",8:11
2층,Gunbreaker,"9,156.5","8,739.3",8:11
2층,WhiteMage,"8,969.2","8,730.8",8:11
2층,DarkKnight,"8,398.7","8,054.0",8:11
2층,Scholar,"6,601.2","7,183.3",8:11
2층,BlackMage,"15,772.7","15,137.1",8:11
2층,BlackMage,"15,603.9","15,395.6",8:11
2층,Monk,"14,913.3","14,787.6",8:11
2층,Machinist,"13,787.6","13,409.0",8:11
2층,Paladin,"9,073.6","8,835.6",8:11
2층,Gunbreaker,"8,287.7","8,041.3",8:11
2층,Scholar,"6,560.4","7,073.8",8:11
2층,Astrologian,"6,219.1","7,538.0",8:11
2층,BlackMage,"15,785.5","15,493.3",8:11
2층,Monk,"15,619.9","15,560.5",8:11
2층,Dragoon,"14,799.5","15,138.6",8:11
2층,Bard,"13,623.2","13,912.7",8:11
2층,WhiteMage,"8,726.6","8,464.7",8:11
2층,Paladin,"8,506.5","8,256.1",8:11
2층,Scholar,"6,920.5","7,392.0",8:11
2층,Gunbreaker,"6,871.7","6,635.5",8:11
2층,Dragoon,"14,926.8","15,282.2",8:12
2층,Monk,"14,098.4","14,153.9",8:12
2층,Machinist,"14,096.4","13,699.9",8:12
2층,Summoner,"13,309.7","13,518.6",8:12
2층,Paladin,"9,364.4","9,083.7",8:12
2층,WhiteMage,"8,806.3","8,639.1",8:12
2층,Gunbreaker,"8,098.1","7,754.4",8:12
2층,Scholar,"6,792.7","7,361.1",8:12
2층,BlackMage,"16,997.6","15,203.7",8:12
2층,Dragoon,"14,759.0","14,995.0",8:12
2층,Bard,"13,550.9","13,664.0",8:12
2층,Dancer,"11,467.5","13,200.9",8:12
2층,Paladin,"8,975.5","8,670.0",8:12
2층,Warrior,"8,708.9","8,523.1",8:12
2층,WhiteMage,"8,686.8","8,475.5",8:12
2층,Scholar,"7,517.5","7,931.6",8:12
2층,BlackMage,"17,073.8","15,309.9",8:13
2층,Monk,"14,809.0","14,856.5",8:13
2층,Dragoon,"13,877.0","14,231.2",8:13
2층,Dancer,"11,441.0","13,131.1",8:13
2층,Gunbreaker,"9,019.3","8,662.9",8:13
2층,Paladin,"8,520.1","8,223.6",8:13
2층,WhiteMage,"8,047.0","7,846.2",8:13
2층,Scholar,"6,689.8","7,215.4",8:13
2층,Monk,"15,444.2","15,388.6",8:13
2층,BlackMage,"14,898.7","14,600.8",8:13
2층,Dragoon,"14,697.8","14,946.1",8:13
2층,Bard,"11,872.0","12,182.5",8:13
2층,WhiteMage,"8,747.8","8,597.3",8:13
2층,Gunbreaker,"8,018.2","7,661.3",8:13
2층,Paladin,"7,894.6","7,672.3",8:13
2층,Scholar,"7,863.7","8,388.0",8:13
2층,BlackMage,"17,144.5","15,389.3",8:13
2층,Dragoon,"14,218.9","14,598.5",8:13
2층,Machinist,"13,153.5","12,767.5",8:13
2층,Dancer,"11,329.8","13,272.9",8:13
2층,WhiteMage,"9,332.5","9,062.0",8:13
2층,Warrior,"8,918.2","8,796.6",8:13
2층,DarkKnight,"8,624.5","8,362.2",8:13
2층,Scholar,"7,760.0","8,232.9",8:13
2층,BlackMage,"15,848.1","15,505.2",8:14
2층,Monk,"15,461.1","15,348.6",8:14
2층,Dragoon,"13,900.7","14,250.9",8:14
2층,Bard,"11,765.7","12,095.3",8:14
2층,Paladin,"8,754.7","8,506.5",8:14
2층,WhiteMage,"8,576.9","8,340.4",8:14
2층,DarkKnight,"8,335.9","8,001.6",8:14
2층,Scholar,"6,590.7","7,185.3",8:14
2층,Monk,"15,119.4","15,019.8",8:14
2층,BlackMage,"15,086.6","14,834.1",8:14
2층,Dragoon,"13,793.6","14,132.9",8:14
2층,Bard,"12,507.3","12,804.4",8:14
2층,Paladin,"8,923.7","8,603.1",8:14
2층,Gunbreaker,"8,550.9","8,087.1",8:14
2층,WhiteMage,"8,213.6","8,058.4",8:14
2층,Scholar,"7,047.0","7,702.2",8:14
2층,Monk,"15,522.9","15,419.0",8:14
2층,Dragoon,"14,440.5","14,653.3",8:14
2층,Bard,"13,868.0","13,956.2",8:14
2층,Summoner,"13,197.7","13,403.6",8:14
2층,Gunbreaker,"8,890.3","8,474.2",8:14
2층,Paladin,"8,457.3","8,129.3",8:14
2층,WhiteMage,"8,117.0","7,955.4",8:14
2층,Scholar,"6,681.9","7,184.6",8:14
2층,Monk,"15,540.3","15,471.8",8:15
2층,BlackMage,"14,449.3","14,143.3",8:15
2층,Dragoon,"14,089.4","14,406.9",8:15
2층,Bard,"13,223.4","13,469.5",8:15
2층,Paladin,"8,408.1","8,181.2",8:15
2층,DarkKnight,"8,176.9","7,930.4",8:15
2층,WhiteMage,"7,776.0","7,695.8",8:15
2층,Scholar,"7,472.5","7,837.1",8:15
2층,BlackMage,"17,729.1","15,814.0",8:15
2층,Monk,"15,151.7","15,246.5",8:15
2층,Dragoon,"14,566.1","14,759.1",8:15
2층,Dancer,"11,382.0","13,201.4",8:15
2층,Paladin,"8,582.1","8,318.5",8:15
2층,Warrior,"7,974.9","7,694.4",8:15
2층,WhiteMage,"7,653.6","7,512.3",8:15
2층,Scholar,"6,081.0","6,574.5",8:15
2층,Monk,"15,153.6","15,021.8",8:15
2층,BlackMage,"14,730.9","14,360.2",8:15
2층,Dragoon,"14,033.1","14,363.2",8:15
2층,Bard,"13,131.4","13,360.4",8:15
2층,Paladin,"8,382.2","8,132.1",8:15
2층,WhiteMage,"8,031.6","7,857.3",8:15
2층,Warrior,"7,957.7","7,820.2",8:15
2층,Scholar,"7,650.7","8,155.8",8:15
2층,Dragoon,"15,429.3","14,388.9",8:15
2층,Monk,"14,585.2","14,536.0",8:15
2층,Summoner,"12,983.9","13,129.1",8:15
2층,Dancer,"11,527.4","13,093.6",8:15
2층,Gunbreaker,"9,153.2","8,754.1",8:15
2층,Paladin,"9,034.3","8,672.6",8:15
2층,WhiteMage,"8,711.3","8,432.3",8:15
2층,Scholar,"7,605.8","8,023.9",8:15
2층,Monk,"15,964.4","15,432.8",8:15
2층,Dragoon,"14,351.3","14,188.4",8:15
2층,RedMage,"13,867.8","14,162.8",8:15
2층,Bard,"13,265.8","13,072.2",8:15
2층,Gunbreaker,"8,870.7","8,191.2",8:15
2층,Warrior,"8,834.0","8,420.9",8:15
2층,Scholar,"7,581.4","8,037.9",8:15
2층,Astrologian,"6,272.6","7,501.8",8:15
2층,Monk,"15,268.4","15,179.1",8:16
2층,Dragoon,"14,775.2","14,913.0",8:16
2층,Summoner,"14,220.2","14,443.1",8:16
2층,Bard,"13,439.7","13,603.6",8:16
2층,Paladin,"9,212.8","8,888.8",8:16
2층,WhiteMage,"8,966.5","8,749.9",8:16
2층,DarkKnight,"8,415.0","8,020.9",8:16
2층,Scholar,"5,731.3","6,230.8",8:16
2층,Samurai,"16,693.9","14,905.3",8:16
2층,BlackMage,"15,399.6","15,134.7",8:16
2층,Monk,"14,501.0","14,808.8",8:16
2층,Dancer,"11,176.0","13,075.5",8:16
2층,Warrior,"8,818.3","8,542.2",8:16
2층,WhiteMage,"8,761.1","8,681.1",8:16
2층,Paladin,"8,523.4","8,298.0",8:16
2층,Scholar,"6,059.9","6,487.7",8:16
2층,BlackMage,"15,727.4","15,316.9",8:17
2층,Monk,"15,049.2","15,109.6",8:17
2층,Dragoon,"13,218.9","13,579.7",8:17
2층,Bard,"13,073.2","13,263.0",8:17
2층,WhiteMage,"8,722.1","8,511.8",8:17
2층,Paladin,"8,023.8","7,764.5",8:17
2층,Warrior,"7,462.1","7,324.8",8:17
2층,Scholar,"7,437.1","7,843.7",8:17
2층,Samurai,"14,882.2","13,231.7",9:49
2층,Dragoon,"12,889.0","13,216.7",9:49
2층,RedMage,"10,202.7","10,585.0",9:49
2층,Dancer,"9,404.3","10,711.6",9:49
2층,Paladin,"8,281.5","8,032.9",9:49
2층,WhiteMage,"7,283.0","7,065.6",9:49
2층,DarkKnight,"6,766.9","6,480.4",9:49
2층,Scholar,"5,270.3","5,656.0",9:49
2층,Samurai,"13,323.0","12,872.7",9:49
2층,Machinist,"12,648.8","12,423.2",9:49
2층,Bard,"11,640.0","11,869.5",9:49
2층,Dragoon,"10,686.6","11,160.7",9:49
2층,DarkKnight,"7,836.5","7,614.3",9:49
2층,WhiteMage,"7,752.3","7,569.6",9:49
2층,Paladin,"6,448.2","6,304.7",9:49
2층,Scholar,"4,382.9","4,903.8",9:49
2층,Samurai,"13,617.3","13,030.6",9:49
2층,Machinist,"12,773.8","12,371.4",9:49
2층,Summoner,"12,633.9","12,715.2",9:49
2층,Dragoon,"12,473.3","12,690.8",9:49
2층,Gunbreaker,"8,109.9","7,950.6",9:49
2층,DarkKnight,"7,517.1","7,309.1",9:49
2층,Astrologian,"4,477.7","5,583.3",9:49
2층,WhiteMage,"3,340.8","3,292.7",9:49
2층,Samurai,"13,853.3","12,283.7",9:49
2층,Dragoon,"12,579.3","12,878.7",9:49
2층,Machinist,"11,906.9","11,690.4",9:49
2층,Dancer,"9,865.8","11,443.7",9:49
2층,Gunbreaker,"7,714.4","7,505.5",9:49
2층,Warrior,"7,572.4","7,461.1",9:49
2층,WhiteMage,"5,842.9","5,737.8",9:49
2층,Scholar,"5,705.7","6,039.9",9:49
2층,Monk,"14,451.4","13,189.3",9:49
2층,Dragoon,"13,211.4","13,270.2",9:49
2층,Summoner,"12,388.9","12,341.9",9:49
2층,Dancer,"9,409.4","10,745.2",9:49
2층,Gunbreaker,"7,646.1","7,291.6",9:49
2층,Paladin,"7,364.9","7,125.9",9:49
2층,WhiteMage,"5,942.7","5,781.0",9:49
2층,Astrologian,"4,538.1","5,207.7",9:49
2층,Dragoon,"13,299.2","13,400.9",9:49
2층,Monk,"12,749.4","12,617.0",9:49
2층,Bard,"12,403.5","12,456.6",9:49
2층,BlackMage,"11,923.1","11,560.1",9:49
2층,Gunbreaker,"7,791.0","7,572.6",9:49
2층,Paladin,"6,939.5","6,718.9",9:49
2층,WhiteMage,"6,087.5","5,917.9",9:49
2층,Astrologian,"4,651.4","5,600.5",9:49
2층,BlackMage,"12,966.3","12,501.6",9:49
2층,Dragoon,"12,345.1","12,572.3",9:49
2층,Machinist,"12,322.8","11,903.7",9:49
2층,Ninja,"9,372.8","10,470.9",9:49
2층,Paladin,"7,983.4","7,749.7",9:49
2층,Gunbreaker,"7,748.4","7,398.3",9:49
2층,WhiteMage,"6,725.0","6,521.4",9:49
2층,Scholar,"5,480.3","5,826.1",9:49
2층,Summoner,"12,691.0","12,470.8",9:49
2층,BlackMage,"11,970.6","11,520.9",9:49
2층,Bard,"11,712.5","11,811.6",9:49
2층,Ninja,"11,302.3","12,378.6",9:49
2층,DarkKnight,"7,785.7","7,414.2",9:49
2층,Warrior,"7,547.7","7,279.9",9:49
2층,Scholar,"6,575.8","6,958.8",9:49
2층,WhiteMage,"5,357.8","5,108.6",9:49
2층,BlackMage,"13,010.1","12,786.6",9:49
2층,Monk,"12,900.0","13,073.8",9:49
2층,Samurai,"12,869.1","12,550.9",9:49
2층,Bard,"11,901.7","12,216.6",9:49
2층,WhiteMage,"7,401.4","7,308.9",9:49
2층,Paladin,"7,145.6","6,991.2",9:49
2층,Warrior,"6,618.6","6,516.0",9:49
2층,Scholar,"3,108.7","3,511.4",9:49
2층,Monk,"14,205.5","13,033.4",9:49
2층,Dragoon,"13,516.9","13,724.5",9:49
2층,Summoner,"11,274.4","11,188.4",9:49
2층,Dancer,"9,876.7","11,370.7",9:49
2층,Gunbreaker,"8,288.4","7,911.8",9:49
2층,DarkKnight,"7,545.9","7,301.2",9:49
2층,Scholar,"5,359.2","5,669.6",9:49
2층,WhiteMage,"4,867.9","4,735.5",9:49
2층,Monk,"13,703.9","13,682.0",9:49
2층,Bard,"12,335.8","12,509.8",9:49
2층,Dragoon,"12,299.0","12,560.2",9:49
2층,BlackMage,"11,268.3","11,095.2",9:49
2층,Gunbreaker,"7,924.6","7,577.2",9:49
2층,Paladin,"7,044.1","6,824.4",9:49
2층,WhiteMage,"6,703.0","6,520.3",9:49
2층,Scholar,"3,632.0","4,141.5",9:49
2층,BlackMage,"13,974.8","13,515.4",9:49
2층,Dragoon,"12,797.4","13,154.9",9:49
2층,Summoner,"11,693.9","11,749.7",9:49
2층,Bard,"11,525.7","11,702.9",9:49
2층,DarkKnight,"7,480.5","7,227.6",9:49
2층,Warrior,"7,387.6","7,268.7",9:49
2층,Scholar,"5,278.3","5,615.8",9:49
2층,WhiteMage,"4,543.9","4,447.1",9:49
2층,Dragoon,"12,868.3","12,882.7",9:49
2층,Bard,"12,359.9","12,215.9",9:49
2층,RedMage,"11,858.7","12,109.6",9:49
2층,Ninja,"11,357.1","11,963.0",9:49
2층,Warrior,"7,922.4","7,600.4",9:49
2층,Gunbreaker,"7,850.4","7,300.6",9:49
2층,WhiteMage,"5,596.0","5,446.9",9:49
2층,Scholar,"5,090.6","5,384.6",9:49
2층,Bard,"12,680.5","12,973.2",9:49
2층,Dragoon,"12,206.6","12,576.4",9:49
2층,Summoner,"12,041.1","11,900.5",9:49
2층,Samurai,"11,979.4","11,599.5",9:49
2층,Gunbreaker,"7,591.7","7,310.5",9:49
2층,DarkKnight,"7,115.1","6,934.0",9:49
2층,WhiteMage,"5,874.1","5,686.1",9:49
2층,Scholar,"5,452.7","5,961.0",9:49
2층,Samurai,"13,721.4","12,214.9",9:49
2층,BlackMage,"13,062.8","12,754.2",9:49
2층,Dragoon,"10,857.2","11,169.7",9:49
2층,Dancer,"10,402.2","11,959.7",9:49
2층,Paladin,"7,746.8","7,585.8",9:49
2층,WhiteMage,"6,804.9","6,643.8",9:49
2층,DarkKnight,"6,468.1","6,316.0",9:49
2층,Scholar,"5,725.3","6,144.5",9:49
2층,Dragoon,"13,328.0","13,503.9",9:49
2층,Monk,"12,898.0","12,885.5",9:49
2층,Bard,"12,371.4","12,633.4",9:49
2층,BlackMage,"12,089.0","11,869.9",9:49
2층,DarkKnight,"8,691.6","8,363.2",9:49
2층,Paladin,"7,027.1","6,806.0",9:49
2층,WhiteMage,"5,355.4","5,259.2",9:49
2층,Scholar,"2,806.7","3,246.3",9:49
2층,Monk,"13,285.5","13,195.1",9:49
2층,Dragoon,"12,377.8","12,667.8",9:49
2층,Bard,"11,836.3","12,107.1",9:49
2층,Summoner,"11,577.7","11,456.5",9:49
2층,Paladin,"7,843.8","7,590.7",9:49
2층,Gunbreaker,"7,816.4","7,485.2",9:49
2층,WhiteMage,"5,919.1","5,780.3",9:49
2층,Scholar,"4,270.6","4,644.4",9:49
2층,Monk,"14,140.6","13,014.7",9:49
2층,Dragoon,"12,634.7","12,768.6",9:49
2층,Summoner,"10,627.5","10,766.1",9:49
2층,Dancer,"10,523.9","11,851.8",9:49
2층,DarkKnight,"7,411.4","7,097.5",9:49
2층,WhiteMage,"6,779.5","6,588.0",9:49
2층,Paladin,"6,563.8","6,298.8",9:49
2층,Scholar,"6,245.1","6,541.0",9:49
2층,Monk,"13,783.3","13,643.2",9:49
